	sequences per sample	iteration	ASIM94	ASIM88	ASIM3	ASIM4	ASIM20	ASIM91	ASIM18	ASIM89	ASIM86	ASIM24	ASIM85	ASIM90	ASIM92	ASIM12	ASIM1	ASIM87	ASIM14	ASIM8	ASIM25	ASIM2	ASIM93	ASIM13	ASIM23	ASIM15	ASIM10	ASIM16	ASIM9	ASIM11	ASIM17	ASIM26	ASIM21	ASIM7	ASIM6	ASIM5	ASIM22	ASIM19
alpha_rarefaction_3500_8.txt	3500	8	237.8	381.529411765	592.0	446.942857143	175.0	426.357142857	135.111111111	370.028571429	258.303030303	163.625	317.636363636	387.5	448.034482759	172.071428571	470.733333333	335.323529412	135.0	131.5	420.0	400.230769231	310.6	153.0	212.0	150.75	143.2	140.5	219.0	471.0	128.0	270.3125	247.333333333	175.1	215.6	429.75	218.0	199.2
alpha_rarefaction_3500_9.txt	3500	9	297.166666667	312.357142857	514.923076923	567.565217391	98.6	363.947368421	554.0	415.6	323.884615385	259.0	318.558823529	338.090909091	360.171428571	167.769230769	435.063829787	476.047619048	155.0	225.0	496.545454545	438.652173913	362.25	108.0	221.0	957.0	150.6	167.0	175.333333333	290.0	205.5	195.052631579	188.25	292.6	204.545454545	180.8	306.0	398.5
alpha_rarefaction_3750_0.txt	3750	0	226.0	328.157894737	557.130434783	620.960784314	317.75	447.0	128.363636364	432.037037037	391.0	126.375	349.083333333	316.0	317.065217391	229.071428571	461.571428571	417.0	438.0	295.0	558.25	446.333333333	334.53125	148.75	160.2	141.5	197.2	159.25	197.0	166.5	104.0	252.0	185.2	156.25	134.0	210.111111111	360.0	258.0
alpha_rarefaction_3750_1.txt	3750	1	234.12	332.275	471.56	585.120689655	134.0	355.486486486	200.125	368.684210526	329.375	123.5	294.527777778	342.5	356.5	227.176470588	583.15	375.0	359.0	230.0	402.1875	544.272727273	322.558823529	206.333333333	331.25	185.2	301.5	76.5	79.5	235.0	168.0	190.8	382.0	152.111111111	177.230769231	137.461538462	338.0	186.0
alpha_rarefaction_3750_2.txt	3750	2	209.730769231	361.487179487	537.857142857	587.169491525	235.6	351.775	228.375	399.090909091	396.0	200.2	416.037037037	284.636363636	358.692307692	374.111111111	496.918367347	479.666666667	269.0	166.0	605.071428571	527.0	294.774193548	193.75	178.0	126.428571429	146.2	163.0	63.0	206.5	316.75	235.0	171.0	229.142857143	260.111111111	148.666666667	309.0	128.142857143
alpha_rarefaction_3750_3.txt	3750	3	241.625	332.6	636.666666667	616.960784314	342.0	457.2	151.0	400.0	420.045454545	195.142857143	407.357142857	371.161290323	348.9375	225.75	517.666666667	340.333333333	787.0	414.0	1437.25	408.206896552	316.6	173.333333333	81.1	147.1	175.5	109.2	150.75	192.333333333	165.0	229.473684211	192.375	309.0	243.0	223.5	325.333333333	257.0
alpha_rarefaction_3750_4.txt	3750	4	310.235294118	343.228571429	533.109090909	544.474576271	179.0	426.75	262.0	398.578947368	359.171428571	173.875	423.391304348	325.243243243	390.527777778	173.090909091	608.763157895	360.216216216	163.0	132.5	602.5	555.681818182	282.243902439	358.0	128.3	179.0	675.0	148.75	104.0	229.375	159.25	247.75	114.2	125.909090909	175.0	644.333333333	212.5	141.5
alpha_rarefaction_3750_5.txt	3750	5	277.5	349.731707317	639.416666667	580.368421053	400.5	344.459459459	202.5	449.035714286	431.166666667	119.0	408.037037037	382.129032258	429.75	321.8	457.56097561	349.076923077	182.2	225.2	347.428571429	423.1	380.12	504.0	371.333333333	357.0	213.5	215.5	158.5	196.666666667	121.2	197.0	142.0	108.0	296.142857143	170.111111111	236.25	196.75
alpha_rarefaction_3750_6.txt	3750	6	278.0625	324.666666667	496.8	547.169491525	284.333333333	405.5	168.625	404.65	330.791666667	299.666666667	306.0	367.181818182	310.037735849	188.0	514.222222222	394.620689655	174.5	206.333333333	548.272727273	518.5	368.451612903	135.0	186.0	249.0	419.5	135.0	127.75	171.428571429	220.0	190.476190476	110.142857143	173.545454545	183.428571429	206.111111111	157.2	174.333333333
alpha_rarefaction_3750_7.txt	3750	7	243.037037037	343.15625	520.591836735	530.016666667	522.333333333	407.9375	196.142857143	345.303030303	297.551724138	174.142857143	296.87804878	368.275862069	401.558823529	173.230769231	573.833333333	352.076923077	174.333333333	193.75	657.3	609.045454545	416.115384615	504.0	405.0	163.0	192.666666667	133.5	142.2	282.5	99.0	290.272727273	280.2	128.428571429	257.111111111	215.0	380.0	208.333333333
alpha_rarefaction_3750_8.txt	3750	8	273.652173913	346.243243243	534.609756098	565.052631579	245.333333333	421.833333333	208.0	380.583333333	314.157894737	206.111111111	427.391304348	331.5	378.902439024	235.5	464.5625	361.333333333	378.0	439.0	484.090909091	441.0	329.59375	225.0	219.0	357.0	111.666666667	154.0	197.0	264.0	129.75	255.1875	507.5	140.769230769	431.0	155.4	189.6	129.0
alpha_rarefaction_3750_9.txt	3750	9	265.333333333	347.871794872	658.8	553.365384615	671.5	415.78125	279.2	440.933333333	346.206896552	229.2	368.676470588	378.620689655	351.976744186	209.769230769	584.486486486	304.923076923	157.25	84.6	479.5	491.5	272.567567568	260.0	180.0	218.428571429	325.333333333	127.0	291.0	328.0	148.6	224.5	272.25	179.0	296.6	151.1	255.5	159.2
alpha_rarefaction_4000_0.txt	4000	0	306.272727273	398.375	506.272727273	525.564516129	195.75	366.886363636	196.375	419.5	400.037037037	371.25	391.5	314.692307692	402.534883721	256.363636364	528.529411765	374.567567568	341.5	322.5	559.25	474.75	373.137931034	480.5	122.909090909	525.333333333	109.0	134.0	144.333333333	262.0	104.0	328.769230769	370.25	210.111111111	168.0	213.0	167.0	166.0
alpha_rarefaction_4000_1.txt	4000	1	269.615384615	335.95	611.1875	527.623188406	280.75	393.609756098	255.0	361.216216216	478.0	186.0	451.181818182	336.285714286	384.666666667	164.0	526.0	422.222222222	152.5	323.5	397.714285714	710.454545455	339.794117647	175.333333333	134.75	353.2	341.0	218.0	97.5	198.666666667	280.75	188.545454545	138.0	150.666666667	394.142857143	147.090909091	305.0	115.0
alpha_rarefaction_4000_2.txt	4000	2	279.4	401.5	532.255319149	523.542372881	218.0	402.022222222	196.375	395.071428571	375.625	279.5	377.1	341.75	336.25	220.0625	576.636363636	595.05	205.5	338.0	475.588235294	537.037037037	317.794117647	360.0	187.75	174.142857143	296.0	159.25	136.0	477.0	221.0	207.652173913	240.6	118.0	215.75	407.6	137.0	216.0
alpha_rarefaction_4000_3.txt	4000	3	272.652173913	360.894736842	517.234042553	615.642857143	228.2	361.12195122	176.909090909	414.0	338.823529412	247.2	482.55	402.34375	384.666666667	208.375	537.477272727	382.625	207.0	481.5	538.588235294	442.916666667	275.84375	163.0	261.0	171.166666667	147.166666667	121.2	133.5	192.0	167.166666667	235.368421053	179.8	179.875	327.142857143	223.428571429	572.5	230.5
alpha_rarefaction_4000_4.txt	4000	4	288.05	377.684210526	686.487179487	558.169491525	191.666666667	401.90625	222.125	410.363636364	351.833333333	174.875	345.03030303	398.0	369.772727273	191.75	584.5	416.6	183.25	224.2	392.625	490.46875	313.6	140.5	168.0	318.75	266.0	235.25	139.5	283.5	208.333333333	301.526315789	166.0	227.111111111	248.545454545	199.461538462	225.2	183.75
alpha_rarefaction_4000_5.txt	4000	5	266.75	354.068181818	610.97826087	530.794117647	228.2	391.081081081	205.111111111	441.486486486	381.689655172	216.666666667	334.59375	365.433333333	439.0	212.769230769	524.027027027	463.37037037	502.5	646.0	676.090909091	420.222222222	327.5	174.333333333	155.5	130.0	185.0	289.0	184.0	226.142857143	398.5	245.714285714	107.0	183.0	226.615384615	244.3	224.75	106.666666667
alpha_rarefaction_4000_6.txt	4000	6	210.076923077	372.236842105	585.163265306	581.333333333	201.428571429	389.303030303	304.0	331.642857143	453.035714286	212.0	376.085714286	368.405405405	403.365853659	248.0	514.893617021	485.64	231.0	418.5	521.461538462	461.130434783	322.848484848	210.5	187.0	251.0	482.5	115.857142857	177.0	172.111111111	355.0	215.8	170.428571429	287.142857143	281.0	202.666666667	235.25	191.666666667
alpha_rarefaction_4000_7.txt	4000	7	240.12	369.9	614.06	585.9375	207.5	429.894736842	182.25	377.5	273.0	281.75	321.166666667	368.090909091	375.902439024	192.071428571	453.133333333	404.5	92.3333333333	174.333333333	469.666666667	455.2	379.807692308	108.666666667	150.111111111	283.142857143	205.0	133.5	194.75	282.5	205.5	297.461538462	233.2	150.1	279.0	234.0	245.2	174.0
alpha_rarefaction_4000_8.txt	4000	8	241.444444444	366.0	543.458333333	505.225352113	176.5	370.085714286	336.2	368.947368421	326.6	140.333333333	358.03030303	376.527777778	366.317073171	206.625	485.571428571	392.085714286	167.0	129.0	471.5	498.454545455	300.371428571	230.0	249.142857143	453.0	249.0	149.75	215.5	312.5	167.0	266.866666667	163.857142857	260.428571429	289.769230769	143.0	216.0	176.5
alpha_rarefaction_4000_9.txt	4000	9	294.333333333	406.171428571	605.659574468	580.5	125.375	386.923076923	508.0	346.2	396.043478261	285.6	355.567567568	404.363636364	364.893617021	262.0	419.6	394.90625	749.0	338.0	472.5	477.785714286	323.823529412	256.5	189.0	125.428571429	209.0	103.125	144.2	231.111111111	190.666666667	285.954545455	274.25	166.071428571	181.4375	176.545454545	141.5	258.0
alpha_rarefaction_4250_0.txt	4250	0	309.882352941	383.447368421	572.75	609.56	368.25	387.27027027	294.0	451.181818182	386.384615385	253.875	334.923076923	433.035714286	366.170731707	308.153846154	515.642857143	434.636363636	173.333333333	194.75	472.666666667	457.344827586	358.03030303	234.25	183.0	317.75	1090.0	143.5	98.25	187.6	198.5	201.5	104.0	234.0	323.75	194.230769231	185.25	173.142857143
alpha_rarefaction_4250_1.txt	4250	1	231.888888889	364.558139535	612.12244898	621.118644068	286.6	414.666666667	322.5	384.1	363.724137931	202.428571429	359.41025641	331.823529412	415.522727273	249.214285714	564.717391304	457.677419355	207.333333333	472.0	346.5	440.0	322.923076923	136.0	93.2727272727	305.75	158.857142857	146.166666667	306.0	256.0	218.0	244.473684211	222.0	103.0	273.666666667	191.75	237.25	215.666666667
alpha_rarefaction_4250_2.txt	4250	2	238.375	351.825	577.914893617	580.105263158	216.666666667	426.525	162.090909091	380.153846154	360.965517241	178.5	374.527777778	352.5	333.0	244.571428571	548.02173913	452.0	225.2	193.75	445.333333333	440.913043478	320.6	305.0	109.090909091	132.75	171.0	134.0	177.333333333	241.0	199.2	245.75	168.111111111	101.333333333	328.8	443.25	302.5	165.625
alpha_rarefaction_4250_3.txt	4250	3	267.04	397.0	619.625	641.132075472	309.0	404.285714286	170.0	369.731707317	367.483870968	168.625	365.5	320.818181818	416.733333333	274.545454545	570.25	406.285714286	140.5	282.333333333	680.0	421.40625	351.5	141.5	144.0	243.25	255.428571429	675.0	135.5	201.142857143	175.0	178.6	176.142857143	193.6	468.142857143	145.75	186.25	326.5
alpha_rarefaction_4250_4.txt	4250	4	243.689655172	418.777777778	587.892857143	579.838709677	454.0	400.2	194.375	470.875	364.724137931	237.0	404.083333333	364.085714286	386.0	285.461538462	572.146341463	415.0	181.2	711.0	581.333333333	494.666666667	305.692307692	359.0	120.0	113.333333333	422.75	504.5	325.333333333	247.25	137.0	224.789473684	169.5	217.0	305.111111111	243.0	461.0	197.5
alpha_rarefaction_4250_5.txt	4250	5	257.541666667	387.41025641	545.888888889	605.5	185.0	389.081081081	212.0	497.0	320.394736842	179.5	370.527777778	388.333333333	375.25	218.588235294	569.12	459.2	208.0	268.0	502.153846154	458.724137931	313.135135135	206.333333333	160.857142857	203.428571429	207.5	156.0	183.2	572.0	146.142857143	218.8	172.875	158.3	233.1	259.909090909	230.0	158.25
alpha_rarefaction_4250_6.txt	4250	6	294.157894737	350.068181818	595.0	577.245901639	218.125	440.027777778	148.090909091	447.073170732	389.384615385	225.142857143	336.454545455	362.171428571	429.525	266.909090909	491.790697674	419.117647059	407.5	305.0	349.176470588	472.24137931	385.90625	230.0	154.5	201.5	176.5	203.5	166.0	219.857142857	285.6	347.0	299.0	154.0	333.083333333	171.230769231	223.0	165.428571429
alpha_rarefaction_4250_7.txt	4250	7	266.5	380.692307692	624.117647059	554.967741935	216.428571429	456.236842105	274.1	409.025641026	379.37037037	139.25	337.027777778	484.724137931	392.11627907	174.461538462	479.75	367.947368421	216.0	235.25	545.5	620.538461538	306.87804878	90.2	110.142857143	180.25	235.6	121.428571429	639.0	201.666666667	192.142857143	209.0	287.75	193.0	234.153846154	271.111111111	134.0	134.0
alpha_rarefaction_4250_8.txt	4250	8	194.677419355	360.162790698	508.631578947	536.38028169	317.75	412.166666667	240.0	385.153846154	339.5	241.0	401.37037037	381.763157895	385.818181818	184.4	522.902439024	413.9375	214.5	154.0	467.5	437.096774194	369.15625	242.333333333	187.0	455.0	355.0	323.5	173.0	174.5	148.166666667	217.055555556	204.428571429	255.0	452.5	325.5	268.25	237.6
alpha_rarefaction_4250_9.txt	4250	9	240.275862069	366.783783784	550.775510204	484.915492958	278.5	405.285714286	155.0	371.529411765	346.857142857	177.142857143	373.15625	436.230769231	372.1875	208.461538462	691.607142857	370.0	279.75	141.0	382.9375	446.096774194	313.176470588	256.5	157.6	296.5	306.0	110.428571429	86.4285714286	301.666666667	266.0	391.333333333	195.666666667	210.0	201.071428571	185.363636364	354.0	311.0
alpha_rarefaction_4500_0.txt	4500	0	236.454545455	342.30952381	610.833333333	582.666666667	265.857142857	405.384615385	276.5	406.4	367.785714286	169.428571429	426.121212121	413.870967742	377.294117647	342.0	505.428571429	383.153846154	127.142857143	152.428571429	505.0	404.0	307.375	164.0	486.25	318.75	209.0	173.0	116.6	261.0	201.428571429	229.545454545	286.142857143	208.428571429	294.833333333	194.833333333	1043.0	214.0
alpha_rarefaction_4500_1.txt	4500	1	268.615384615	407.085714286	638.446808511	573.347826087	309.0	459.903225806	528.333333333	441.575	376.888888889	250.142857143	400.387096774	375.181818182	395.341463415	295.6	507.170212766	370.428571429	197.5	149.6	379.769230769	594.777777778	365.8125	828.0	109.461538462	156.0	190.375	122.2	296.0	197.333333333	440.0	204.375	262.0	217.666666667	324.0	234.0	224.75	191.666666667
alpha_rarefaction_4500_2.txt	4500	2	249.129032258	354.5	620.529411765	581.347826087	249.142857143	439.575	457.0	473.65625	397.620689655	320.75	387.0	350.090909091	315.269230769	237.583333333	504.428571429	434.181818182	338.0	303.5	587.461538462	474.176470588	289.0	218.0	178.142857143	332.2	222.0	112.666666667	159.25	348.6	229.2	216.526315789	122.857142857	257.142857143	390.0	271.111111111	278.75	271.25
alpha_rarefaction_4500_3.txt	4500	3	323.647058824	384.125	691.063829787	592.753623188	341.6	478.617647059	179.0	427.733333333	429.222222222	269.166666667	401.033333333	384.028571429	381.1875	227.714285714	553.026315789	482.096774194	369.333333333	151.428571429	457.789473684	429.682926829	306.375	305.0	127.076923077	201.428571429	240.166666667	353.0	155.0	408.5	298.0	179.6	182.0	162.0	340.125	313.5	175.0	159.25
alpha_rarefaction_4500_4.txt	4500	4	384.058823529	355.926829268	550.396226415	602.264705882	193.375	375.318181818	201.666666667	385.15	336.026315789	208.0	348.523809524	337.731707317	353.0	194.666666667	571.5	390.894736842	165.0	161.0	395.2	509.434782609	325.833333333	256.0	333.25	332.2	176.0	329.25	504.5	172.5	188.0	236.772727273	142.272727273	212.111111111	321.0	235.545454545	175.0	227.2
alpha_rarefaction_4500_5.txt	4500	5	309.0	371.523809524	650.12244898	519.808219178	296.666666667	464.833333333	219.0	383.56097561	401.333333333	124.909090909	400.5	436.451612903	354.0	232.4	506.92	442.121212121	234.25	189.6	410.105263158	572.9375	318.794117647	165.0	212.857142857	234.5	215.428571429	191.666666667	675.0	280.428571429	200.2	305.526315789	143.875	139.0	210.105263158	202.769230769	168.166666667	160.5
alpha_rarefaction_4500_6.txt	4500	6	356.368421053	382.125	543.630769231	517.166666667	218.0	397.763157895	295.0	449.636363636	414.607142857	340.0	387.90625	401.689655172	366.9	257.214285714	583.942307692	438.636363636	242.333333333	158.857142857	381.055555556	519.275862069	330.558823529	256.0	213.0	359.166666667	396.5	256.5	291.0	535.5	296.0	244.541666667	313.0	147.153846154	276.666666667	218.75	256.0	117.0
alpha_rarefaction_4500_7.txt	4500	7	264.884615385	344.818181818	617.489795918	590.661290323	366.0	373.32	310.5	370.88372093	374.888888889	204.5	414.25	481.1	373.895833333	393.142857143	617.625	419.34375	302.5	292.5	440.4	557.0	306.394736842	189.666666667	156.666666667	191.375	225.2	136.25	342.5	229.111111111	388.0	222.130434783	170.428571429	228.5	276.571428571	195.230769231	139.0	193.6
alpha_rarefaction_4500_8.txt	4500	8	267.730769231	385.88372093	600.365384615	628.515625	237.6	512.724137931	215.666666667	436.657894737	387.730769231	442.25	338.454545455	387.137931034	392.162790698	321.0	652.227272727	427.285714286	173.0	243.333333333	590.0	646.142857143	331.675675676	242.333333333	119.0	501.75	255.0	110.5	227.0	246.3	199.2	280.588235294	139.0	289.142857143	373.8	269.5	304.5	164.428571429
alpha_rarefaction_4500_9.txt	4500	9	346.75	413.527777778	516.666666667	585.571428571	179.25	464.277777778	215.0	463.0	357.0	184.0	395.558823529	422.794117647	360.558139535	269.571428571	479.396226415	380.756756757	174.0	353.0	385.5	414.923076923	331.027777778	240.0	234.0	925.5	198.5	214.5	185.0	285.5	148.166666667	307.315789474	116.5	290.142857143	303.0	184.8	871.0	241.166666667
alpha_rarefaction_4750_0.txt	4750	0	264.24	378.12195122	586.862068966	522.174418605	185.75	425.522727273	287.142857143	399.790697674	394.689655172	222.125	466.730769231	352.523809524	408.022222222	279.4	560.518518519	453.783783784	274.2	417.333333333	350.25	659.24	325.621621622	433.0	243.166666667	356.0	438.25	177.0	116.6	183.0	203.2	299.8125	194.375	195.833333333	315.153846154	211.153846154	158.857142857	213.666666667
alpha_rarefaction_4750_1.txt	4750	1	243.888888889	399.875	588.862068966	555.232876712	328.666666667	449.684210526	172.545454545	411.227272727	395.0	291.0	456.363636364	425.833333333	348.111111111	225.166666667	624.375	437.75	385.0	369.333333333	514.157894737	524.71875	313.885714286	536.0	250.142857143	250.142857143	319.0	134.0	232.0	271.5	141.0	238.714285714	182.25	159.153846154	272.076923077	266.666666667	246.0	327.333333333
alpha_rarefaction_4750_2.txt	4750	2	313.391304348	352.319148936	624.553571429	608.452054795	184.75	451.684210526	268.5	437.348837209	389.689655172	237.5	372.405405405	375.583333333	376.32	259.052631579	514.018181818	512.965517241	225.2	176.25	457.25	498.171428571	298.0	536.0	288.333333333	149.625	154.5	198.5	69.25	342.0	154.666666667	257.913043478	456.0	257.333333333	663.0	239.545454545	167.0	424.75
alpha_rarefaction_4750_3.txt	4750	3	362.894736842	378.477272727	700.294117647	603.0625	257.625	435.894736842	189.111111111	434.076923077	396.076923077	548.0	392.256410256	383.052631579	380.057692308	205.789473684	583.357142857	444.121212121	227.2	353.0	411.588235294	567.535714286	328.608695652	175.0	204.111111111	187.6	159.857142857	355.0	257.5	184.0	241.0	233.0	205.428571429	182.1	220.6	242.6	366.25	184.75
alpha_rarefaction_4750_4.txt	4750	4	357.5	363.857142857	655.097560976	655.153846154	154.428571429	452.486486486	177.1	437.5	384.538461538	457.0	379.162162162	386.161290323	361.294117647	301.615384615	471.655737705	496.09375	418.5	295.0	626.428571429	539.870967742	309.23255814	204.5	182.0	196.25	545.75	201.2	121.5	210.111111111	161.0	263.055555556	259.428571429	152.5	180.0	206.75	167.0	197.125
alpha_rarefaction_4750_5.txt	4750	5	306.44	363.195652174	569.818181818	564.581081081	276.2	405.11627907	176.545454545	464.416666667	427.038461538	202.5	370.27027027	432.517241379	372.32	236.5	451.551724138	434.181818182	434.0	151.428571429	633.5	585.576923077	325.135135135	323.5	267.857142857	208.0	264.857142857	247.0	360.0	317.142857143	285.6	278.045454545	148.666666667	210.090909091	248.0	190.5	623.0	194.142857143
alpha_rarefaction_4750_6.txt	4750	6	258.576923077	391.0	659.0	617.780821918	168.428571429	486.193548387	220.333333333	481.875	404.533333333	318.5	363.418604651	359.692307692	382.893617021	390.090909091	520.692307692	412.5	296.2	174.0	400.055555556	727.956521739	319.571428571	289.0	191.0	155.666666667	190.333333333	111.428571429	179.25	355.666666667	502.5	224.12	144.333333333	168.090909091	393.25	238.545454545	159.2	278.2
alpha_rarefaction_4750_7.txt	4750	7	301.045454545	378.886363636	669.0	560.304347826	355.0	460.416666667	189.076923077	374.705882353	408.24	241.0	375.529411765	360.5	404.270833333	210.5	476.654545455	416.027027027	198.2	193.75	490.8125	440.5	302.0	243.333333333	176.875	411.5	154.5	215.5	208.333333333	244.0	137.25	284.166666667	158.428571429	209.333333333	207.666666667	189.5	369.333333333	196.75
alpha_rarefaction_4750_8.txt	4750	8	260.4	406.625	582.333333333	677.263157895	161.5	450.538461538	133.0	429.0	458.384615385	223.125	364.125	415.0	426.857142857	210.0	584.466666667	437.571428571	207.0	329.2	375.833333333	656.076923077	302.42	173.333333333	650.0	251.875	237.6	114.0	188.0	530.2	201.5	397.2	167.0	189.5	250.0	278.1	420.5	255.428571429
alpha_rarefaction_4750_9.txt	4750	9	263.4	356.595744681	639.857142857	607.214285714	192.666666667	386.41025641	292.0	441.153846154	345.8125	237.0	329.3125	326.30952381	419.875	359.25	471.294117647	427.028571429	239.166666667	308.0	525.5625	516.033333333	310.227272727	398.5	603.0	327.666666667	158.090909091	361.0	246.2	214.0	168.625	205.954545455	216.0	180.428571429	201.3125	167.157894737	369.333333333	143.875
alpha_rarefaction_5000_0.txt	5000	0	229.322580645	385.5	693.3	594.12987013	410.5	446.027777778	322.428571429	442.5	383.03030303	406.6	412.0	392.676470588	389.057692308	274.076923077	501.294117647	415.526315789	295.0	419.5	505.956521739	454.058823529	332.0	143.333333333	211.8	249.2	235.0	128.0	105.0	334.125	207.666666667	271.0	177.0	220.0	284.647058824	241.545454545	189.666666667	168.428571429
alpha_rarefaction_5000_1.txt	5000	1	296.565217391	359.022727273	729.022222222	552.486486486	233.0	410.25	213.8	471.023255814	404.090909091	226.0	375.357142857	446.757575758	393.4	250.142857143	574.185185185	411.682926829	121.5	353.0	561.4	405.894736842	339.459459459	267.25	380.0	232.0	487.0	164.428571429	265.0	250.3	189.333333333	239.24	174.166666667	235.5	334.230769231	169.4	292.5	143.5
alpha_rarefaction_5000_2.txt	5000	2	273.896551724	402.153846154	632.307692308	577.040540541	210.5	501.571428571	475.0	407.285714286	367.552631579	188.0	370.41025641	422.757575758	372.111111111	285.461538462	610.659574468	436.5	450.0	264.0	679.588235294	478.783783784	360.333333333	150.6	107.111111111	157.666666667	327.857142857	136.333333333	159.2	344.0	165.428571429	226.620689655	235.5	239.0	242.769230769	260.333333333	315.75	112.666666667
alpha_rarefaction_5000_3.txt	5000	3	267.870967742	375.162790698	548.0	643.089552239	420.333333333	503.166666667	203.75	457.384615385	426.6	258.0	399.5	508.0	402.222222222	227.0	616.2	411.682926829	190.375	461.0	390.454545455	527.285714286	387.375	163.0	229.0	270.0	287.6	129.0	138.0	233.272727273	125.375	206.965517241	288.142857143	179.083333333	295.571428571	328.909090909	199.2	220.0
alpha_rarefaction_5000_4.txt	5000	4	315.75	433.558823529	549.01754386	633.130434783	140.333333333	448.069767442	294.875	418.534883721	420.285714286	180.909090909	338.772727273	346.333333333	398.386363636	268.0	655.026315789	451.636363636	192.142857143	140.0	488.153846154	573.222222222	319.477272727	257.0	193.375	261.0	245.2	340.0	341.0	234.375	167.428571429	194.44	261.428571429	190.071428571	314.090909091	198.461538462	246.0	137.333333333
alpha_rarefaction_5000_5.txt	5000	5	269.5	390.023809524	599.892857143	574.857142857	287.0	455.538461538	274.1	409.2	389.081081081	268.857142857	408.526315789	449.5	385.294117647	290.571428571	615.0	442.052631579	152.6	303.5	595.090909091	535.0	365.171428571	193.75	188.2	235.0	346.5	172.142857143	135.0	259.0	214.666666667	222.375	420.2	208.75	275.75	160.666666667	199.2	454.0
alpha_rarefaction_5000_6.txt	5000	6	307.869565217	394.317073171	657.038461538	652.774647887	160.333333333	433.27027027	226.090909091	479.666666667	474.75	341.428571429	441.5	349.775	378.396226415	214.476190476	538.0	421.365853659	560.0	246.0	466.454545455	644.6	353.181818182	140.5	334.2	277.3	191.666666667	157.857142857	130.0	323.375	268.25	299.0	221.428571429	188.363636364	440.0	152.055555556	215.5	118.5
alpha_rarefaction_5000_7.txt	5000	7	314.8	400.236842105	644.454545455	592.294117647	342.428571429	474.692307692	433.0	381.5	345.193548387	750.0	399.5	410.387096774	383.56	337.333333333	604.87755102	425.575	189.333333333	380.0	535.0	620.5	363.083333333	133.0	266.857142857	190.333333333	205.5	132.111111111	270.0	256.1	320.0	350.333333333	149.625	275.857142857	348.909090909	272.111111111	245.2	308.5
alpha_rarefaction_5000_8.txt	5000	8	318.565217391	381.477272727	584.2	638.223880597	242.25	483.621621622	250.363636364	465.486486486	361.941176471	197.142857143	396.583333333	386.923076923	379.56	245.05	571.807692308	441.885714286	437.25	134.0	457.166666667	563.517241379	305.7	385.0	206.0	228.5	236.0	154.666666667	312.0	225.333333333	200.5	308.913043478	179.0	207.125	228.0625	148.176470588	205.5	193.142857143
alpha_rarefaction_5000_9.txt	5000	9	343.0	422.153846154	649.4	594.4	276.428571429	469.2	160.0	409.384615385	450.115384615	304.25	461.294117647	379.028571429	394.06	199.75	568.352941176	411.526315789	276.5	171.142857143	400.047619048	404.571428571	327.279069767	126.666666667	189.6	323.125	396.5	151.6	343.5	291.625	130.666666667	244.181818182	194.333333333	220.714285714	369.230769231	169.0	235.25	286.6
alpha_rarefaction_5250_0.txt	5250	0	313.44	376.404255319	679.307692308	571.38028169	280.5	441.5	222.071428571	473.363636364	394.444444444	231.375	386.222222222	357.333333333	421.042553191	210.235294118	631.725490196	467.833333333	214.428571429	317.75	736.153846154	684.161290323	348.170731707	282.333333333	229.0	266.5	178.5	184.0	162.0	281.666666667	215.666666667	276.884615385	201.5	156.615384615	323.0	145.5625	440.0	297.2
alpha_rarefaction_5250_1.txt	5250	1	243.903225806	380.333333333	648.593220339	638.153846154	411.5	417.25	293.0	449.153846154	424.34375	237.75	416.657894737	391.097560976	387.865384615	305.5	796.5	422.5	258.0	189.333333333	412.0	590.0	345.384615385	450.0	145.153846154	134.230769231	185.111111111	108.0	184.2	544.6	229.2	235.043478261	183.363636364	329.333333333	222.0	244.909090909	750.0	210.666666667
alpha_rarefaction_5250_2.txt	5250	2	301.037037037	392.318181818	620.590163934	597.958333333	241.0	443.076923077	365.375	475.529411765	450.107142857	173.111111111	423.885714286	333.0625	403.06	281.75	546.142857143	451.384615385	245.142857143	190.666666667	516.476190476	458.487179487	346.75	204.5	242.0	368.0	146.1	486.0	344.5	230.769230769	317.75	231.75	127.6	295.111111111	285.230769231	251.363636364	752.0	278.2
alpha_rarefaction_5250_3.txt	5250	3	335.4375	391.88372093	752.772727273	610.375	186.111111111	468.2	182.055555556	480.738095238	434.24137931	277.166666667	382.923076923	402.227272727	403.87755102	397.25	622.960784314	439.5	680.0	164.625	561.4	613.333333333	344.078947368	328.25	228.375	239.0	320.0	199.2	205.5	375.75	239.0	280.0	313.0	159.153846154	253.6	278.166666667	418.333333333	168.428571429
alpha_rarefaction_5250_4.txt	5250	4	323.75	373.733333333	761.956521739	591.289473684	197.5	462.146341463	255.1	482.692307692	613.0	307.0	388.538461538	359.666666667	387.272727273	288.1	600.125	432.578947368	367.25	353.0	743.4	729.5	319.488372093	204.5	179.25	204.6	320.0	154.428571429	77.5	332.125	236.6	207.965517241	201.142857143	248.3	357.833333333	325.375	574.5	248.142857143
alpha_rarefaction_5250_5.txt	5250	5	284.857142857	383.523809524	585.016949153	635.416666667	265.857142857	468.153846154	265.0	457.75	415.964285714	419.2	422.756756757	448.5	352.542372881	282.555555556	566.25	470.459459459	434.0	354.0	491.5	498.085714286	331.571428571	573.5	259.0	283.142857143	231.0	132.111111111	137.0	348.0	137.333333333	258.714285714	306.0	244.076923077	212.2	207.375	417.333333333	311.0
