	sequences per sample	iteration	ASIM94	ASIM88	ASIM3	ASIM4	ASIM20	ASIM91	ASIM18	ASIM89	ASIM86	ASIM24	ASIM85	ASIM90	ASIM92	ASIM12	ASIM1	ASIM87	ASIM14	ASIM8	ASIM25	ASIM2	ASIM93	ASIM13	ASIM23	ASIM15	ASIM10	ASIM16	ASIM9	ASIM11	ASIM17	ASIM26	ASIM21	ASIM7	ASIM6	ASIM5	ASIM22	ASIM19
alpha_rarefaction_1750_8.txt	1750	8	176.0	247.12	390.0	443.0	285.0	255.541666667	111.428571429	313.0	289.315789474	78.5	257.0	234.047619048	285.05	148.142857143	283.333333333	276.333333333	52.3333333333	196.0	233.75	303.153846154	254.176470588	111.0	128.0	126.0	143.0	84.0	102.5	79.1666666667	99.0	137.571428571	61.1428571429	134.5	132.3	92.2	83.0	74.0
alpha_rarefaction_1750_9.txt	1750	9	165.714285714	272.555555556	381.65	450.5	124.0	295.956521739	122.428571429	238.652173913	252.214285714	173.333333333	361.076923077	296.166666667	229.047619048	99.0909090909	420.555555556	200.0	331.0	70.3333333333	378.0	307.333333333	262.0625	75.5	96.25	102.0	53.3333333333	59.0	29.0	92.75	58.6	201.545454545	86.5	106.0	93.5454545455	102.0	51.25	182.0
alpha_rarefaction_2000_0.txt	2000	0	159.5	244.2	382.0	551.884615385	154.0	360.176470588	155.0	327.875	230.8	125.0	287.869565217	316.315789474	367.105263158	146.833333333	363.111111111	303.076923077	196.0	153.0	252.0	261.5	333.25	102.5	135.0	84.6	183.0	160.0	92.0	461.0	65.0	244.0	166.0	105.0	131.125	111.428571429	170.0	70.3333333333
alpha_rarefaction_2000_1.txt	2000	1	224.066666667	305.5	399.222222222	456.294117647	91.75	272.25	164.0	291.037037037	213.076923077	78.5	291.588235294	259.166666667	313.25	138.0	637.625	266.04	112.0	69.3333333333	319.5	512.333333333	251.714285714	53.0	74.75	84.5	84.0	108.0	43.0	77.5	259.0	162.5	105.5	293.0	175.428571429	136.0	332.0	61.0
alpha_rarefaction_2000_2.txt	2000	2	192.772727273	309.391304348	396.391304348	506.294117647	225.0	313.25	109.666666667	337.105263158	261.772727273	174.333333333	256.0	263.625	388.315789474	229.0	406.217391304	357.4	160.0	160.0	322.428571429	288.8125	268.666666667	101.5	322.5	183.0	80.8571428571	159.0	75.5	192.6	61.0	156.833333333	263.0	174.0	138.142857143	121.5	83.0	115.333333333
alpha_rarefaction_2000_3.txt	2000	3	182.153846154	332.157894737	511.375	392.333333333	136.0	312.956521739	115.5	311.476190476	226.956521739	103.0	252.0	255.5	320.157894737	160.5	539.047619048	393.4	413.0	99.0	235.545454545	426.4	229.545454545	65.0	112.0	211.5	307.0	42.5	112.0	168.0	64.2	169.090909091	85.0	167.0	128.6	129.666666667	178.0	66.25
alpha_rarefaction_2000_4.txt	2000	4	277.1	300.4	414.037037037	368.0	144.333333333	353.84	110.666666667	258.0625	284.4	98.5	283.0	295.37037037	301.090909091	212.5	304.193548387	285.433333333	159.0	60.0	227.111111111	323.476190476	267.5	237.0	123.2	101.0	218.0	122.0	64.0	82.2	83.0	236.375	185.0	194.75	312.5	84.0	83.0	89.75
alpha_rarefaction_2000_5.txt	2000	5	204.8125	362.476190476	383.236842105	502.730769231	135.0	267.5	92.1428571429	449.0	304.055555556	175.333333333	239.105263158	251.076923077	320.875	210.5	390.291666667	321.913043478	197.0	134.0	335.0	298.066666667	228.833333333	254.5	117.333333333	121.2	118.25	283.0	62.0	113.0	357.0	170.071428571	155.0	167.0	156.3	92.1428571429	77.5	184.0
alpha_rarefaction_2000_6.txt	2000	6	240.615384615	315.714285714	389.230769231	509.785714286	70.0	309.576923077	92.2	403.0	203.3125	87.0	355.5625	278.526315789	239.689655172	144.0	378.166666667	242.888888889	102.0	210.5	312.142857143	340.058823529	285.0	182.0	127.666666667	220.0	125.75	78.0	76.5	157.0	217.0	121.4	123.2	96.1666666667	109.375	225.75	156.5	133.0
alpha_rarefaction_2000_7.txt	2000	7	179.5625	306.0	470.24	482.090909091	91.75	313.476190476	98.25	468.833333333	268.954545455	90.2	288.5	325.875	293.565217391	119.0	441.9	348.588235294	283.0	144.5	259.428571429	374.25	260.615384615	74.5	261.0	127.0	82.5	260.0	67.5	131.0	209.5	157.571428571	87.0	152.6	139.111111111	134.0	52.3333333333	125.0
alpha_rarefaction_2000_8.txt	2000	8	184.315789474	371.8	429.033333333	451.181818182	102.0	314.681818182	177.0	332.315789474	234.772727273	128.0	256.181818182	318.461538462	365.0	157.666666667	533.555555556	316.333333333	74.5	112.5	457.2	367.076923077	280.75	99.0	91.1428571429	126.0	114.5	38.3333333333	308.0	178.333333333	112.5	193.909090909	53.6666666667	168.166666667	112.125	123.2	75.5	225.0
alpha_rarefaction_2000_9.txt	2000	9	189.058823529	273.894736842	565.875	552.535714286	212.5	321.64	107.0	374.333333333	250.043478261	104.5	279.0	308.285714286	279.538461538	234.5	403.55	333.555555556	112.5	77.5	244.166666667	277.714285714	253.368421053	93.0	135.0	125.75	156.5	77.0	134.0	150.6	287.0	173.157894737	124.2	173.0	172.333333333	175.5	239.0	239.0
alpha_rarefaction_2250_0.txt	2250	0	246.714285714	259.0	358.823529412	489.184210526	135.0	377.0	200.0	301.0	272.954545455	197.0	275.615384615	332.434782609	372.714285714	195.545454545	373.037037037	283.5	45.1428571429	143.0	325.6	453.4	328.0	178.0	124.75	197.5	103.0	125.0	123.0	106.0	162.0	174.071428571	82.2	151.75	129.909090909	313.0	79.0	183.0
alpha_rarefaction_2250_1.txt	2250	1	189.333333333	315.607142857	408.034482759	469.25	176.0	291.433333333	245.333333333	379.260869565	332.166666667	99.0	278.4	330.555555556	367.0	196.666666667	344.935483871	310.0	85.0	67.5	336.0	327.2	301.588235294	86.0	104.0	244.333333333	107.2	115.333333333	76.5	185.2	135.0	158.0	148.5	132.142857143	183.875	162.857142857	115.333333333	80.8571428571
alpha_rarefaction_2250_2.txt	2250	2	198.714285714	314.869565217	468.5	541.75	110.0	291.125	148.625	393.04	283.105263158	86.6	388.214285714	271.454545455	363.666666667	166.0	519.052631579	331.913043478	102.0	43.5	248.111111111	337.055555556	342.285714286	159.0	195.75	257.5	712.0	183.0	209.5	175.0	100.0	168.0	94.3333333333	191.6	197.333333333	186.0	163.0	210.5
alpha_rarefaction_2250_3.txt	2250	3	208.428571429	278.870967742	510.896551724	395.972972973	124.0	305.6	69.0	432.666666667	262.24	98.5	293.375	296.3	369.130434783	254.0	373.217391304	380.714285714	282.0	307.0	342.428571429	403.666666667	267.772727273	197.0	285.0	324.5	116.25	196.5	182.0	283.75	48.0	140.333333333	111.0	131.0	130.111111111	124.5	207.333333333	135.0
alpha_rarefaction_2250_4.txt	2250	4	178.105263158	303.5	402.71875	641.551724138	144.333333333	265.043478261	145.333333333	258.71875	292.4	99.6666666667	308.681818182	300.576923077	354.25	142.333333333	447.193548387	327.913043478	254.5	216.0	372.0	356.714285714	279.545454545	75.5	123.2	125.75	289.0	74.0	78.0	257.0	92.3333333333	154.352941176	229.0	145.666666667	243.25	104.0	64.25	124.75
alpha_rarefaction_2250_5.txt	2250	5	203.913043478	308.6	414.0	479.736842105	85.5	305.391304348	176.333333333	333.64	271.24137931	150.75	204.206896552	326.5	347.115384615	128.3	519.857142857	292.136363636	55.0	197.0	334.666666667	364.5	243.55	83.0	79.5	92.3333333333	218.0	115.333333333	99.0	143.2	66.25	247.0	87.5	325.5	178.0	148.166666667	75.5	74.3333333333
alpha_rarefaction_2250_6.txt	2250	6	226.625	280.730769231	324.45	505.875	473.0	310.714285714	120.333333333	370.0	225.517241379	155.0	287.666666667	310.777777778	351.444444444	159.666666667	481.05	309.636363636	238.0	283.0	732.0	345.105263158	235.130434783	75.5	154.0	334.0	78.1666666667	133.0	60.0	206.5	116.333333333	174.4	76.0	104.125	156.1	138.0	284.0	238.0
alpha_rarefaction_2250_7.txt	2250	7	232.375	304.5	494.033333333	423.75	114.5	334.652173913	117.6	305.076923077	259.285714286	166.0	350.333333333	271.916666667	368.964285714	347.0	444.043478261	362.666666667	260.0	100.0	257.0	280.375	329.789473684	206.333333333	86.6	122.2	162.0	107.0	68.5	197.75	134.0	189.25	151.6	106.125	305.666666667	142.5	85.0	225.0
alpha_rarefaction_2250_8.txt	2250	8	193.869565217	315.076923077	555.75	429.263157895	211.5	391.5	66.875	291.0	279.454545455	77.1666666667	296.791666667	295.0	345.625	164.333333333	256.757575758	379.75	169.0	206.333333333	303.0	367.0	281.714285714	143.0	257.0	111.428571429	67.0	145.5	46.5	93.2727272727	143.333333333	230.428571429	81.2	166.0	170.0	112.428571429	133.0	139.5
alpha_rarefaction_2250_9.txt	2250	9	202.666666667	322.25	569.64	527.323529412	212.5	340.0	194.75	373.0	263.772727273	105.0	376.4	244.0	298.666666667	155.0	473.307692308	371.055555556	124.0	102.5	204.6	437.894736842	259.3	84.0	102.0	242.0	307.0	103.5	100.0	153.6	108.2	183.0	136.0	186.0	140.75	110.0	93.0	84.6
alpha_rarefaction_2500_0.txt	2500	0	239.555555556	305.2	544.535714286	496.4	214.5	290.451612903	149.166666667	303.037037037	297.714285714	402.0	305.857142857	345.115384615	295.21875	186.25	466.884615385	431.2	88.75	182.0	443.875	409.666666667	303.272727273	144.5	63.0	124.2	148.75	96.25	93.0	132.75	85.5	185.4	89.0	283.75	328.0	94.2727272727	195.0	163.0
alpha_rarefaction_2500_1.txt	2500	1	178.103448276	300.5	362.575	493.972972973	97.25	358.12	175.0	337.037037037	278.260869565	134.0	296.375	253.058823529	351.903225806	220.428571429	377.0	405.714285714	471.0	135.0	236.5	408.333333333	281.136363636	60.0	145.2	114.5	184.0	116.25	65.25	96.2	169.0	205.625	151.6	213.0	259.0	136.0	144.5	184.0
alpha_rarefaction_2500_2.txt	2500	2	205.0	275.12	510.37037037	581.0	174.333333333	375.454545455	156.0	281.375	318.882352941	136.0	291.730769231	299.0	312.117647059	209.111111111	390.636363636	286.538461538	125.75	224.0	231.5	351.105263158	250.625	284.0	214.5	102.0	126.0	359.0	226.0	188.0	308.0	169.391304348	135.0	153.6	114.125	71.6666666667	239.0	108.0
alpha_rarefaction_2500_3.txt	2500	3	246.130434783	291.0	571.90625	551.078947368	382.0	298.903225806	226.75	477.55	292.913043478	257.5	271.724137931	300.045454545	305.375	157.5	412.107142857	426.0	134.0	79.8571428571	290.0	348.681818182	253.323529412	91.3333333333	145.333333333	135.0	195.0	72.3333333333	71.3333333333	177.0	170.0	247.4	142.5	137.0	306.666666667	176.142857143	85.0	61.0
alpha_rarefaction_2500_4.txt	2500	4	214.75	300.161290323	628.384615385	458.318181818	257.5	439.454545455	93.1428571429	312.533333333	280.454545455	133.0	300.272727273	300.0	346.5	186.5	620.0	298.24	123.0	197.5	345.111111111	298.454545455	294.3	197.0	156.0	122.2	111.0	108.0	135.0	203.2	102.0	175.176470588	68.2	127.2	226.666666667	355.0	272.5	116.333333333
alpha_rarefaction_2500_5.txt	2500	5	229.625	308.677419355	469.1875	400.56	164.0	351.538461538	116.6	352.44	341.166666667	91.25	440.769230769	282.5	303.363636364	172.111111111	556.0	337.038461538	172.333333333	196.5	470.6	284.5	329.652173913	112.5	130.0	83.0	229.0	69.0	124.75	180.0	212.5	208.0	152.75	89.6	144.111111111	114.333333333	133.0	143.333333333
alpha_rarefaction_2500_6.txt	2500	6	283.0	284.757575758	468.551724138	490.416666667	324.5	323.857142857	122.5	353.857142857	228.25	102.0	335.789473684	276.9375	332.785714286	209.111111111	522.333333333	338.272727273	357.0	92.3333333333	190.909090909	367.4375	261.730769231	170.0	119.25	207.333333333	116.25	78.2	57.0	141.5	74.0	180.071428571	62.6	141.0	177.545454545	169.0	93.0	185.0
alpha_rarefaction_2500_7.txt	2500	7	226.055555556	257.027777778	411.625	550.15	104.0	465.0	121.5	356.896551724	329.833333333	113.428571429	309.2	307.8	294.885714286	200.666666667	415.363636364	280.78125	63.2	211.5	341.428571429	505.2	264.260869565	88.75	208.333333333	186.25	174.333333333	113.5	284.0	142.875	82.0	195.25	343.5	125.3	365.0	281.75	89.75	145.5
alpha_rarefaction_2500_8.txt	2500	8	185.565217391	309.0	523.058823529	495.0	414.0	396.652173913	216.5	431.956521739	230.724137931	115.6	337.047619048	389.55	340.888888889	206.428571429	423.0	452.789473684	123.0	170.0	415.428571429	415.0	233.896551724	183.0	58.1111111111	416.0	196.5	225.0	93.0	162.25	197.5	183.588235294	137.5	112.666666667	170.5	152.6	100.0	107.2
alpha_rarefaction_2500_9.txt	2500	9	209.0	357.045454545	502.848484848	506.317073171	96.0	322.857142857	283.333333333	310.222222222	360.368421053	77.0	323.7	443.0625	375.516129032	196.333333333	508.12	313.12	103.0	65.0	351.666666667	433.473684211	249.666666667	161.0	135.5	165.0	174.333333333	66.0	91.1666666667	101.0	79.0	197.4	117.857142857	192.6	226.428571429	185.0	108.0	80.8571428571
alpha_rarefaction_2750_0.txt	2750	0	232.647058824	402.142857143	514.263157895	561.0	290.0	412.214285714	285.333333333	296.529411765	309.0	144.2	322.5	362.785714286	297.885714286	227.090909091	397.027777778	329.884615385	127.0	59.6	385.0	298.035714286	321.0	70.3333333333	205.5	196.75	107.666666667	225.0	112.0	186.0	116.333333333	272.076923077	85.0	221.0	194.0	181.0	173.333333333	101.0
alpha_rarefaction_2750_1.txt	2750	1	309.571428571	326.25	429.0	508.875	149.75	391.714285714	270.25	293.459459459	361.416666667	153.75	314.64	334.2	335.032258065	145.25	429.115384615	338.5	157.5	91.2	321.909090909	489.352941176	305.555555556	170.0	306.0	89.0	142.2	89.75	123.0	144.0	135.0	195.55	95.75	162.857142857	224.1	553.0	108.0	134.0
alpha_rarefaction_2750_2.txt	2750	2	217.75	311.90625	559.833333333	478.0	308.0	418.0	141.875	334.5	308.333333333	243.333333333	385.526315789	350.894736842	386.5	197.5	409.885714286	330.206896552	89.2	132.5	318.461538462	398.136363636	319.615384615	442.0	143.5	244.333333333	79.2	176.0	54.5	207.5	272.5	205.071428571	163.0	126.5	203.375	677.0	225.0	104.0
alpha_rarefaction_2750_3.txt	2750	3	272.4	439.869565217	438.916666667	449.306122449	185.0	345.785714286	192.6	355.03030303	215.058823529	159.2	285.607142857	282.714285714	390.275862069	166.5	390.451612903	352.8	170.0	194.0	797.0	399.84	287.913043478	357.0	149.75	325.5	149.6	140.5	93.3333333333	171.166666667	92.1666666667	185.8125	189.0	149.625	135.0	108.090909091	146.5	85.6
alpha_rarefaction_2750_4.txt	2750	4	239.5	390.333333333	524.428571429	561.0	153.6	313.6	125.2	392.0	271.0	158.2	340.260869565	302.535714286	312.135135135	213.0	432.0	320.555555556	92.3333333333	240.0	316.545454545	339.125	336.789473684	260.0	116.5	126.0	98.5	124.0	219.0	328.333333333	124.75	177.125	124.2	173.0	249.6	163.0	359.0	134.0
alpha_rarefaction_2750_5.txt	2750	5	305.2	317.625	497.083333333	462.56	675.0	422.6	125.2	303.371428571	317.37037037	231.0	372.714285714	316.2	388.896551724	156.1	566.034482759	305.535714286	124.0	110.0	1053.5	368.55	272.772727273	110.0	187.0	149.75	269.0	89.2	64.2	147.2	64.2	132.882352941	112.0	273.25	158.166666667	156.0	359.0	153.0
alpha_rarefaction_2750_6.txt	2750	6	200.772727273	313.730769231	523.533333333	424.32	289.0	375.666666667	232.0	328.037037037	300.0	129.75	362.4	297.794117647	391.115384615	199.142857143	403.0	463.636363636	89.2	174.333333333	484.0	262.433333333	260.5	88.75	122.428571429	204.5	46.1428571429	134.0	144.0	283.75	110.2	239.5	93.2	156.5	191.5	99.5	289.0	153.0
alpha_rarefaction_2750_7.txt	2750	7	233.5	364.483870968	504.40625	513.736842105	197.0	442.454545455	74.0	326.459459459	254.12	220.0	343.37037037	367.620689655	327.303030303	161.083333333	374.5	343.666666667	89.75	134.0	253.4	473.789473684	361.894736842	160.0	199.2	269.25	184.0	100.0	72.3333333333	117.5	126.0	195.75	129.0	158.857142857	251.111111111	137.25	210.5	91.1666666667
alpha_rarefaction_2750_8.txt	2750	8	192.571428571	310.2	527.0	483.886363636	269.0	319.37037037	120.125	364.285714286	338.047619048	128.75	326.913043478	330.5	478.260869565	209.111111111	433.526315789	418.0	472.0	76.5	452.5	395.136363636	329.0	182.0	125.5	136.0	197.5	101.0	104.5	159.0	827.0	197.052631579	136.5	109.125	164.428571429	179.0	112.5	94.3333333333
alpha_rarefaction_2750_9.txt	2750	9	240.555555556	433.545454545	569.903225806	494.227272727	242.0	381.0	276.2	302.2	271.625	114.0	303.391304348	367.0	379.037037037	162.666666667	557.307692308	382.681818182	116.333333333	114.6	287.6	327.285714286	282.217391304	134.0	539.0	270.0	102.5	205.333333333	94.0	176.5	227.0	175.714285714	258.0	160.2	207.75	178.0	239.0	219.0
alpha_rarefaction_3000_0.txt	3000	0	226.375	384.785714286	422.837837838	455.545454545	164.0	381.24	127.3	314.578947368	296.772727273	152.6	436.142857143	296.90625	351.529411765	108.5	510.785714286	343.5	240.0	140.5	755.857142857	449.166666667	283.037037037	443.0	361.0	102.0	267.0	157.5	84.5	106.111111111	96.25	165.84	86.8571428571	101.5	284.2	197.142857143	110.0	97.5
alpha_rarefaction_3000_1.txt	3000	1	217.2	309.5625	585.625	532.638297872	290.0	294.088235294	239.6	325.885714286	399.526315789	75.9090909091	354.416666667	459.0	313.534883721	166.461538462	526.4	301.371428571	117.25	115.333333333	306.2	348.620689655	210.394736842	171.0	221.0	177.0	173.0	185.25	67.25	211.5	184.0	152.0	220.0	123.0	223.0	161.857142857	413.0	183.25
alpha_rarefaction_3000_2.txt	3000	2	324.235294118	311.0	625.107142857	480.018518519	185.0	387.607142857	153.428571429	352.0	315.483870968	312.0	351.285714286	338.965517241	371.763157895	217.666666667	420.15	324.027777778	124.75	604.0	714.125	486.142857143	312.37037037	283.0	276.5	82.8571428571	75.0	125.0	91.2	120.857142857	109.666666667	171.315789474	115.0	92.75	178.545454545	216.5	184.0	207.333333333
alpha_rarefaction_3000_3.txt	3000	3	238.0	304.181818182	553.285714286	547.166666667	167.0	403.652173913	156.0	326.885714286	374.5	145.333333333	281.774193548	285.724137931	389.275862069	156.0	433.775	291.25	183.0	163.0	399.111111111	637.157894737	284.517241379	79.2	188.25	362.0	82.0	102.0	134.0	228.0	126.666666667	281.545454545	138.0	163.0	195.5	173.875	211.5	97.5
alpha_rarefaction_3000_4.txt	3000	4	310.2	301.783783784	533.027027027	558.0	185.25	408.25	271.25	293.181818182	272.137931034	83.8	327.833333333	382.789473684	304.333333333	307.0	442.166666667	365.275862069	163.0	132.5	453.25	514.0	297.730769231	108.0	106.0	146.333333333	241.0	63.2	72.75	404.5	110.0	166.142857143	102.5	403.5	226.75	169.5	536.0	98.375
alpha_rarefaction_3000_5.txt	3000	5	238.285714286	376.15625	497.275	589.818181818	144.2	387.130434783	355.0	419.0	260.2	327.333333333	391.55	341.24137931	357.405405405	150.833333333	466.785714286	414.0	140.5	144.333333333	331.076923077	408.956521739	366.8	143.333333333	129.0	168.166666667	306.0	305.0	225.0	171.428571429	134.0	232.352941176	84.8	122.6	136.363636364	187.2	380.0	240.0
alpha_rarefaction_3000_6.txt	3000	6	279.176470588	319.75	552.405405405	485.8125	115.6	317.15625	284.75	423.0	276.387096774	232.0	403.565217391	455.636363636	397.34375	197.5	579.607142857	302.535714286	147.75	63.6666666667	344.4	400.7	294.677419355	710.0	79.4285714286	243.0	90.2	102.0	144.333333333	203.2	243.333333333	191.666666667	110.2	90.25	146.571428571	162.5	164.0	143.2
alpha_rarefaction_3000_7.txt	3000	7	226.545454545	308.5	472.75	533.333333333	74.1428571429	332.0	119.857142857	400.896551724	288.333333333	133.5	293.535714286	294.0	338.486486486	241.0	444.028571429	346.5	413.0	183.0	458.6	320.59375	263.037037037	472.0	192.6	97.0	133.5	333.0	226.0	209.5	125.75	176.0	107.0	116.333333333	153.0	233.5	108.2	113.6
alpha_rarefaction_3000_8.txt	3000	8	218.607142857	326.6	438.341463415	526.0	151.6	421.4	113.0	358.888888889	258.451612903	135.0	309.636363636	308.034482759	292.153846154	138.333333333	424.25	325.034482759	442.0	121.2	365.0	427.772727273	280.7	255.5	127.0	226.75	158.2	103.0	83.6	457.0	103.0	195.25	155.428571429	146.090909091	182.0	179.8	210.5	462.0
alpha_rarefaction_3000_9.txt	3000	9	247.352941176	293.736842105	444.675675676	465.192307692	127.666666667	411.142857143	357.0	351.193548387	295.12	116.857142857	284.037037037	342.193548387	311.483870968	192.909090909	508.171428571	379.774193548	472.0	101.0	318.545454545	481.130434783	296.5	473.0	752.0	155.0	231.0	117.333333333	124.75	129.375	196.0	154.0	98.0	139.0	257.363636364	178.0	239.0	126.666666667
alpha_rarefaction_3250_0.txt	3250	0	240.576923077	297.538461538	527.341463415	523.222222222	99.375	348.6	161.2	433.6	415.217391304	248.0	347.37037037	451.772727273	358.916666667	212.333333333	522.387096774	344.794117647	255.5	206.333333333	344.4	387.038461538	287.885714286	185.0	168.0	341.0	153.0	193.75	207.333333333	236.5	204.5	261.214285714	115.0	170.5	273.0	106.111111111	167.0	176.0
alpha_rarefaction_3250_1.txt	3250	1	246.0	300.146341463	462.5625	534.255319149	197.0	407.0	161.2	460.214285714	477.555555556	227.2	288.0	316.825	374.15625	202.545454545	489.088235294	374.333333333	131.5	378.0	529.0	467.714285714	302.5	157.5	596.5	257.0	289.0	157.25	72.3333333333	213.5	243.333333333	179.058823529	208.0	124.0	288.666666667	107.0	211.5	146.166666667
alpha_rarefaction_3250_2.txt	3250	2	223.2	304.088235294	602.459459459	505.058823529	283.333333333	438.037037037	140.333333333	399.0	316.666666667	149.142857143	424.136363636	364.444444444	364.903225806	243.6	455.534883721	377.444444444	567.0	503.0	445.3	665.461538462	307.15625	218.0	214.5	550.0	90.2	83.5	136.0	220.5	181.2	157.333333333	134.0	197.666666667	247.75	155.0	85.4285714286	102.0
alpha_rarefaction_3250_3.txt	3250	3	219.5	367.888888889	618.135135135	545.9	291.0	366.483870968	186.75	463.217391304	321.37037037	550.0	403.5	330.6	341.775	196.0	457.028571429	350.03030303	96.0	305.0	431.0	470.772727273	368.785714286	170.0	77.0	187.25	157.2	386.0	159.5	163.857142857	197.0	185.058823529	180.0	145.875	259.111111111	211.0	340.5	133.5
alpha_rarefaction_3250_4.txt	3250	4	223.315789474	323.0	568.073170732	465.684210526	176.5	375.25	161.2	329.416666667	319.076923077	373.333333333	366.941176471	387.681818182	384.636363636	192.111111111	479.023809524	330.5	157.2	135.0	257.3125	468.3	282.527777778	124.75	248.0	198.0	152.6	305.0	156.25	359.0	92.1666666667	261.625	249.0	98.0	277.5	180.142857143	179.0	181.2
alpha_rarefaction_3250_5.txt	3250	5	273.526315789	300.538461538	546.727272727	551.784313725	355.0	343.0	426.75	432.451612903	377.894736842	148.142857143	393.038461538	307.176470588	350.9	189.666666667	485.184210526	377.689655172	229.0	143.333333333	314.1	421.565217391	315.777777778	225.0	161.2	134.0	309.0	306.0	177.0	360.0	258.5	205.55	251.0	156.3	246.0	156.428571429	145.5	159.25
alpha_rarefaction_3250_6.txt	3250	6	230.666666667	370.538461538	497.170731707	571.678571429	440.0	412.535714286	328.333333333	344.941176471	317.84	104.8	377.12	383.12	353.125	210.6	506.636363636	376.75	280.333333333	183.0	357.071428571	302.0	301.6	197.5	145.666666667	180.0	141.5	194.0	139.5	106.111111111	158.25	167.3	202.2	131.066666667	615.0	115.333333333	123.75	126.0
alpha_rarefaction_3250_7.txt	3250	7	266.0	317.243243243	552.0	601.0	190.6	365.24137931	187.75	329.837837838	322.076923077	153.428571429	366.576923077	419.8	368.583333333	154.1	485.833333333	390.0	215.0	105.142857143	293.153846154	441.64	235.181818182	92.3333333333	400.5	187.25	93.1666666667	90.75	136.0	203.2	203.5	222.588235294	125.2	357.0	216.6	174.875	230.0	174.0
alpha_rarefaction_3250_8.txt	3250	8	259.066666667	353.25	645.333333333	514.936170213	169.166666667	446.807692308	169.0	416.181818182	346.833333333	111.428571429	384.272727273	372.125	319.813953488	158.5	445.675675676	325.8	170.0	143.333333333	452.076923077	271.433333333	323.206896552	88.75	152.6	166.0	184.25	97.0	72.5	207.8	158.25	328.545454545	142.5	142.25	196.363636364	184.0	154.0	213.5
alpha_rarefaction_3250_9.txt	3250	9	200.545454545	428.625	512.418604651	630.066666667	324.5	341.206896552	149.142857143	392.363636364	306.0	207.5	358.161290323	293.5	331.666666667	217.0	538.724137931	288.387096774	125.0	416.0	410.5	531.636363636	286.129032258	288.0	161.25	195.75	179.0	788.0	98.5	193.0	207.857142857	184.956521739	170.0	109.5	414.6	290.0	602.0	141.875
alpha_rarefaction_3500_0.txt	3500	0	287.391304348	332.6	457.849056604	555.381818182	205.5	441.206896552	251.0	422.5	336.103448276	201.5	348.0	367.25	371.875	190.647058824	506.27027027	307.692307692	193.75	126.0	382.066666667	358.323529412	340.096774194	134.0	150.166666667	153.428571429	143.2	89.25	125.0	228.142857143	192.666666667	172.619047619	133.0	99.0	186.1	164.5	80.625	224.75
alpha_rarefaction_3500_1.txt	3500	1	288.176470588	302.885714286	446.882352941	667.9	141.5	520.037037037	332.2	340.11627907	403.666666667	373.333333333	505.25	393.041666667	339.42	347.428571429	567.103448276	341.181818182	359.0	397.5	504.666666667	642.619047619	327.037037037	61.0	222.0	152.5	145.625	196.0	197.0	167.272727273	92.5	246.0	361.0	143.272727273	270.428571429	205.428571429	184.0	150.6
alpha_rarefaction_3500_2.txt	3500	2	209.517241379	304.0	494.976744186	531.22	247.0	366.5	173.875	416.2	299.7	202.428571429	357.115384615	375.785714286	489.038461538	237.142857143	553.025	404.870967742	306.0	183.0	588.6	381.625	314.076923077	124.75	247.0	913.0	137.0	115.857142857	145.333333333	151.0	157.25	313.25	144.875	123.545454545	171.083333333	118.928571429	256.0	111.428571429
alpha_rarefaction_3500_3.txt	3500	3	208.25	348.285714286	512.88372093	526.5	128.0	464.357142857	148.625	343.6875	315.0	227.2	371.785714286	344.833333333	388.129032258	294.0	491.029411765	426.037037037	153.0	195.0	572.0	480.772727273	324.857142857	144.333333333	283.333333333	237.6	234.25	568.0	152.0	254.0	89.25	247.461538462	172.875	229.375	231.333333333	130.363636364	570.0	218.0
alpha_rarefaction_3500_4.txt	3500	4	235.125	340.5	546.30952381	504.033898305	292.5	378.444444444	190.0	364.756756757	406.272727273	238.6	384.607142857	342.64	313.396226415	178.545454545	598.363636364	429.956521739	827.0	267.0	414.461538462	433.103448276	339.0	288.0	113.428571429	162.0	309.0	602.0	137.0	175.875	94.75	161.037037037	174.142857143	156.666666667	247.230769231	238.0	129.0	128.0
alpha_rarefaction_3500_5.txt	3500	5	215.454545455	292.075	474.06122449	623.0	266.0	429.228571429	244.166666667	400.5	418.157894737	201.5	444.217391304	319.885714286	332.11627907	242.545454545	416.5	349.090909091	322.5	220.0	405.5	536.636363636	352.433333333	103.0	151.166666667	156.666666667	275.2	164.0	81.8571428571	198.142857143	603.0	159.652173913	143.875	197.5	284.5	504.75	309.0	174.333333333
alpha_rarefaction_3500_6.txt	3500	6	293.3	334.487179487	683.916666667	555.767857143	176.0	412.363636364	157.666666667	415.935483871	352.5	288.6	385.384615385	393.230769231	398.666666667	152.928571429	492.977272727	341.642857143	124.75	108.666666667	525.5	459.444444444	308.277777778	218.0	260.0	260.0	186.0	140.5	288.0	199.142857143	83.0	171.833333333	145.5	202.125	305.0	176.083333333	117.25	176.5
alpha_rarefaction_3500_7.txt	3500	7	235.75	341.027777778	582.0	632.145833333	271.25	370.8125	129.909090909	432.636363636	361.0	389.0	385.285714286	312.277777778	314.25	165.769230769	540.7	441.875	207.0	710.0	435.214285714	571.3	312.090909091	117.333333333	218.5	135.0	103.0	163.0	414.0	472.333333333	359.0	189.588235294	153.166666667	240.5	190.0	240.0	141.5	150.6
